,UEN,MATCHED_NAME,COMPANY_NAME,PIC_NAME,DESIGNATION,CONTACT_NUMBER_1_FORMATTED,CONTACT_NUMBER_2_FORMATTED,CONTACT_NUMBER_3_FORMATTED,ADDRESS,EMAIL_1,EMAIL_2,EMAIL_3,COMPANY_STATUS
2928,201223847Z,BEYONLAB PTE. LTD.,BEYONLAB PTE LTD,MISS PEH PEH,,65 9875 2299,,,"RESORTS WORLD SENTOSA, 26, SENTOSA GATEWAY, #01-36, 098138",pehpehang@beyonlab.net,,,LIVE COMPANY
2929,201218638M,BAGZX (PTE. LTD.),BAGZX PTE LTD,MS LIANG HUI LING EMAIL,,65 9691 9801,65 6749 8131,,90 HOUGANG AVENUE 10 #01-K9 HOUGANG MALL SNG 538766,,,,LIVE COMPANY
2930,198002737G,BLUEBELL (ASIA) PTE LTD,BLUEBELL SINGAPORE PTE LTD,MS CECILIA ONG,,65 9736 5829,,,HOUSE 391A ORCHARD ROAD #02-00 NGEE ANN CITY TWR A SNG 238873,,,,LIVE COMPANY
2931,202240567N,DOLCE & GABBANA BEAUTY SINGAPORE PTE. LTD.,DOLCE & GABBANA SINGAPORE PTE.LTD.,MR. CIRO SALERNO TEL,,65 9754 4189,,,B1-55A MARINA BAY SANDS 2 BAYFRONT AVENUE SNG 018972,,,,LIVE COMPANY
2932,200808463E,ACTUALLY TRADING PTE. LTD.,ACTUALLY TRADING PTE LTD,MR PAUL KHOR MS GINA OR MS ERIKA,,65 9760 5157,65 6735 3118,67480721,HOUSE 277 ORCHARD ROAD #03-18 ORCHARD GATEWAY SNG 238858,SHOP@ACTUALLY.SG,,,LIVE COMPANY
2933,200714820H,STYLE & STYLE PTE. LTD.,HI STYLE (SINGAPORE) PRIVATE LIMITED,MR CHONG SENG PWA,,65 9327 7610,,,"TAMPINES ONE, 10, TAMPINES CENTRAL 1, #02-32, 529536",derrick.pwa8@gamil.com,,,LIVE COMPANY
2934,200704431R,TACHYON MOTOR PTE. LTD.,TACHYON MOTOR PTE LTD,MR TEO YEE TAK,,65 8113 9137,65 6783 1948,,9004 TAMPINES STREET 93 #01-108 TAMPINES INDUSTRIAL PARK A SNG 528838,tyt_tak@hotmail.com,,,LIVE COMPANY
2935,200915883C,HORIZON AUTO TUNERS PTE. LTD.,HORIZON AUTO TUNERS PTE LTD,MR POON,,65 9681 6469,,,9A KAKI BUKIT ROAD 3 MAIN SNG 417830,julian@horizonautotuners.com,,,LIVE COMPANY
2936,201401306D,AXWERKZ GARAGE PTE. LTD.,AXWERKZ GARAGE PTE LTD,MR ANDY,,65 9753 5445,,,"PIONEER POINT, 5, SOON LEE STREET, #03-37, 627607",,,,LIVE COMPANY
2937,200206731N,DIESEL INJECTRONIC PTE. LTD.,DIESEL INJECTRONIC PTE LTD,MISS LIEW,,65 6339 1155,,,"PIONEER CTR, 1, SOON LEE STREET, #05-27, 627605",PIONEER@EURO5DIESEL.COM.SG,,,LIVE COMPANY
2938,200713227C,SHAO FOOK ENGINEERING PTE. LTD.,SHAO FOOK ENGINEERING PTE LTD,XEON MOH,,65 9117 1680,65 6861 1918,,13 TUAS AVENUE 18 MAIN SINGAPORE 638897,,,,LIVE COMPANY
2939,201023286E,ATLANTIC ENGINEERS PTE. LTD.,ATLANTIC ENGINEERS PTE LTD,MS SURESH MAHARSI,,65 9886 3442,,,44 KALLANG PLACE #03-03A SNG 339172,atlanticengineer@gmail.com,,,LIVE COMPANY
2940,201024771G,TANABE ENGINEERING SINGAPORE PTE. LTD.,TANABE ENGINEERING SINGAPORE PTE LTD,MS KAREN,,65 9766 9178,,,2 INTERNATIONAL BUSINESS PARK #09-02 THE STRATEGY SNG 609930,karenyew@tanabe.com.sg,,,LIVE COMPANY
2941,201323033K,PERCEPTIVE ENGINEERING PTE. LTD.,PERCEPTIVE ENGINEERING SOLUTIONS PTE. LTD.,MR. THIMOTHY LIU,,65 9660 0831,,,HOUSE 3 FUSIONOPOLIS PLACE #03-50 GALAXIS SNG 138523,TLIU@PERCEPTIVEAPC.COM,,,LIVE COMPANY
2942,200912217Z,MALKEN ENGINEERING PTE. LTD.,MALKEN ENGINEERING PTE LTD,MR. CHIA CHOO KIANG,,65 9002 2222,,,7030 ANG MO KIO AVENUE 5 #02-42 NORTHSTAR @ AMK SNG 569880,Malken_engrg@live.com,,,LIVE COMPANY
2943,201401950H,TML ENGINEERING PTE. LTD.,TML ENGINEERING PTE LTD,MR LEE TEL,,65 9816 7125,,,HOUSE 27 JALAN BUROH MAIN SNG 619483,,,,LIVE COMPANY
2944,199806037E,FUGRO HOLDING SINGAPORE PTE LTD,FUGRO SINGAPORE PTE LTD,MR JOSHUA SATYAN,,65 9651 9794,,,25 LOYANG CRESCENT BLOCK 302 TOPS AVENUE 3 #03-07 LOYANG OFFSHORE SUPPLY BASE SNG 585988,s.balachandaram@fugro.com,,,LIVE COMPANY
2945,200923372K,EZ SEMICONDUCTOR SERVICE PTE. LTD.,EZ SEMICONDUCTOR SERVICE PTE. LTD,"JASMINE PHUA
 TECH.COM.TW",,65 8188 2035,,,7030 ANG MO KIO AVENUE 5 #02-29 NORTHSTAR @ AMK SNG 569880,jasmine_phua@ez-tech.com.tw,,,LIVE COMPANY
2946,200501918D,SEA2SEA INTERNATIONAL PTE. LTD.,SEA2SEA INTERNATIONAL PTE. LTD,CALVIN WANG YILIANG,,65 6299 1377,65 9848 5282,,103 NEYTHAL ROAD MAIN SINGAPORE 628591,,,,LIVE COMPANY
2947,198804128Z,NAVA 1872 PTE. LTD.,NAVA 1872 PTE LTD,MR. LEE JERVIS,,65 9694 5655,,,"252 NORTH BRIDGE ROAD, #B1-48 RAFFLES CITY SHOPPING CENTRE, Singapore 179103",,,,LIVE COMPANY
2948,201419096D,ABUNDANT PRODUCTIONS PTE. LTD.,ABUNDANT PRODUCTIONS,MS AMMIE,,65 8318 9716,,,HOUSE 24 SIN MING LANE #05-100 MIDVIEW CITY SNG 573970,AMMIE@ABUNDANTPRODUCTIONS.COM,,,LIVE COMPANY
2949,201100288E,DATA COMMUNICATIONS TECHNOLOGY PTE. LTD.,DATA COMMUNICATIONS TECHNOLOGY PTE LTD,MR. CHIA,,65 9831 8200,,,HOUSE 20 SIN MING LANE #04-55 MIDVIEW CITY SNG 573968,,,,LIVE COMPANY
2950,201616793K,ADFORM TECHNOLOGIES PTE. LTD.,ADFORM TECHNOLOGIES PTE LTD,MR SUKESH,,65 9665 5264,,,HOUSE 43A TRAS STREET MAIN SNG 078982,Sukesh.singh@adform.com,,,LIVE COMPANY
2951,201327569M,APPIER PTE. LTD.,APPIER PTE LTD,MR GAVIN MR MARC MR MAH JIA JUN,,65 6327 9489,65 9363 6159,88699636,8 MARINA VIEW #14-11 ASIA SQUARE TOWER 1 SNG 018960,,,,LIVE COMPANY
2952,197901543W,CALVARY ASSEMBLY OF GOD LTD.,CALVARY ASSEMBLY OF GOD LTD,MS AMY LEE,,65 9183 4066,65 6439 3172,,490 UPPER EAST COAST ROAD MAIN SNG 466521,amylee@calvaryag.com.sg,,,LIVE COMPANY
2953,197100578E,DISCIPLESHIP TRAINING CENTRE LTD,DISCIPLESHIP TRAINING CTR LTD,"MR TZENG HENG LOONG
 TEL",,65 6256 3208,,,"33A, CHANCERY LANE, MAIN, 309554",,,,LIVE COMPANY
2954,198402740W,FEDERAL EXPRESS (SINGAPORE) PTE LTD,FEDERAL EXPRESS (S) PTE LTD,ZEUS,,65 9627 2306,,,90 ALPS AVENUE MAIN SNG 498746,zeus.villafuerte@fedex.com,,,LIVE COMPANY
2955,201012362R,CLICK.COM PTE. LTD.,CLICK . COM,VIROD,,65 9061 6365,,,452 MACPHERSON ROAD MAIN SINGAPORE 368171,,,,LIVE COMPANY
2956,201000298N,PACIFIC INTERNET (S) PTE. LTD.,PACIFIC INTERNET (S) PTE LTD,TIAM HOE LIM,,65 9634 8089,,,5052 ANG MO KIO INDUSTRIAL PARK 2 #01-1089 Singapore 569555,,,,LIVE COMPANY
2957,S86PF0380G,J B CHUA & CO.,J B CHUA & COMPANY,TEO SIOK FIENG,,65 6345 6631,,,"BRIGHT CTR, 55, LOR L TELOK KURAU, #03-63, 425500",siokfieng@jbchua.com.sg,,,LIVE
2958,200201077G,VANCO (ASIA PACIFIC) PTE. LTD.,VANCO (ASIA PACIFIC) PTE LTD,STORE MANAGER TEL,,65 6835 7449,,,"SUNTEC CITY MALL, 3, TEMASEK BOULEVARD, #01-304, 038983",,,,LIVE COMPANY
2959,201012456C,SINGTEL MOBILE SINGAPORE PTE. LTD.,SINGTEL MOBILE,STEPHAN,,65 9100 4982,,,"5 Ang Mo Kio Street 62, NCS Hub Block A, #01-01, Singapore 569141",sstephan@ncs.com.sg,,,LIVE COMPANY
2960,202216422W,SINGTEL LAND PTE. LTD.,SINGTEL,SHIRIN WOO,,65 8189 9577,,,8 CHANGI BUSINESS PARK AVENUE 1 #08-23 UE BIZHUB NORTH TOWER SNG 486018,Shirin.woo@ruckuswireless.com,,,LIVE COMPANY
2961,201318806E,ASPIRE HUB EDUCATION CENTRE @ BEDOK MALL PTE. LTD.,ASPIRE HUB EDUCATION CENTRE @ BEDOK MALL PTE LTD,SAMUEL EMAIL,,65 8222 3260,,,"311 NEW UPPER CHANGI ROAD, #B1-06 BEDOK MALL, Singapore 467360",samuelseah@ahecgroup.com,,,LIVE COMPANY
2962,202434860R,PERFECT FIT PTE. LTD.,PERFECT FIT,MS. YUIN YAN NG,,65 9424 5673,,,1 RAFFLES LINK #B1-10A ONE RAFFLES LINK SNG 039393,info@perfectfit.sg,,,LIVE COMPANY
2963,202310562H,THE DRAWING MINT PTE. LTD.,THE DRAWING MINT,MS. TAW CHEW MEI CONTACT NUMBER,,65 9745 1575,,,"6, MOHAMED SULTAN ROAD, #02-01, 238956",,,,LIVE COMPANY
2964,201327900R,SENTOSA DEVELOPMENT PTE. LTD.,SENTOSA DEVELOPMENT CORPORATION,MS VALERIE,,65 9479 0210,,,HOUSE 37 ARTILLERY AVENUE MAIN SENTOSA SNG 099957,,,,LIVE COMPANY
2965,26233600J,ENG HO BEE AND COMPANY,ENG HO BEE & CO,MS TEO AI HUA EMAIL,,65 9850 2229,65 6294 8429,,"SIM LIM TOWER, 10, JALAN BESAR, #02-15, 208787",enghobee@yahoo.com.sg,,,LIVE
2966,200910421D,RELIANZ ENGINEERING (PTE.) LTD.,RELIANZ ENGINEERING PTE LTD,MS JENNY WEE,,65 9451 0111,,,"WCEGA PLAZA, 1, BUKIT BATOK CRESCENT, #06-54, 658064",jennywee@relianz.net,,,LIVE COMPANY
2967,200917183M,SCS GLOBAL PAC,SCS GLOBAL,MS JENNY FONG,,65 6223 8382,65 9752 8223,,HOUSE 10 ANSON ROAD #13-15 INTERNATIONAL PLAZA SNG 079903,jenny@scsglobalaudit.com,,,LIVE COMPANY
2968,201211015M,ASIA PETROLEUM TECHNOLOGY PTE. LTD.,ASIA PETROLEUM TECHNOLOGY PL,MS HO AI LEE,,65 9650 9911,65 6583 0813,,11 TAMPINES CONCOURSE #03-06 SNG 528729,hoailee9@gmail.com,,,LIVE COMPANY
2969,202516440M,NOVO NOVO PTE. LTD.,NOVO PTE LTD,MS FENDY MR ANDY YAO,,65 9125 6622,65 9182 5977,,"2 ORCHARD TURN, #B2-62B ION ORCHARD, Singapore 238801",,,,LIVE COMPANY
2970,200805459H,TRANSACTION NETWORK SERVICES SG PTE. LTD.,TRANSACTION NETWORK SERVICES SG PTE LTD,MS EILEEN,,65 9829 7455,,,HOUSE 1 HARBOURFRONT PLACE #04-00 HARBOURFRONT TOWER ONE SNG 098633,EILEEN.HL.PANG@EXXONMOBIL.COM,,,LIVE COMPANY
2971,201312357H,A S CONSULTING GROUP PTE. LTD.,EA CONSULTING GROUP PTE. LTD.,MS ALISSON,,65 9776 7721,,,HOUSE 68 TRAS STREET #02-02 SNG 079007,alison.loh@eaconsultinggroup.com,,,LIVE COMPANY
2972,200709333E,THINKEL LEARNING LAB PTE. LTD.,THINKEL LEARNING LAB PTE LTD,MR.SIM YEOW HENG,,65 9069 2869,,,"CSC BT BATOK CLUB HSE, 91, BUKIT BATOK WEST AVENUE 2, #03-02, 659206",,,,LIVE COMPANY
2973,200101029C,EAST ASIA INSTITUTE OF MANAGEMENT PTE. LTD.,EAST ASIA INSTITUTE OF MANAGEMENT PTE LTD,MR. TANIKA,,65 9019 1337,,,HOUSE 9 AH HOOD ROAD MAIN EASB INSTITUTE OF MANAGENENT SNG 329975,thanika_krishnasamy@easb.edu.sg,,,LIVE COMPANY
2974,199501022E,G.S. CLINIC & SURGERY PTE LTD,TONG CLINIC & SURGERY,"MR TONG
 EMAIL",,65 6452 8311,,,APT/BLK 316B ANG MO KIO STREET 31 #01-05 SNG 563316,thtong72@hotmail.com,,,LIVE COMPANY
2975,201000583K,PIONEER TRAINING CENTRE PTE. LTD.,PIONEER TRAINING CENTRE PTE LTD,MR TAN LAY TSUEY,,65 6316 3290,,,"PIONEER CTR, 1, SOON LEE STREET, #03-50, 627605",tan@pioneertrainingcentre.com,,,LIVE COMPANY
2976,200606757Z,A'S M & E PTE. LTD.,A'S M&E PTE LTD,MR SAKTHI,,65 9244 5017,,,APT/BLK 1 THOMSON ROAD #04-336F BALESTIER HILL SHOPPING CTR SNG 300001,SAKTHI@ASMECHENG.COM,,,LIVE COMPANY
2977,199900512D,SAVITAR PTE. LTD.,SAVITAR PTE LTD,MR RIZAL HASSAN,,65 9646 7130,65 6100 8367,,80 BRAS BASAH ROAD FAIRMONT HOTEL SNG 189560,rizal@savitar.sg,,,LIVE COMPANY
2978,200505050C,INTEC TRAINING AND CERTIFICATION PTE. LTD.,INTEC TRAINING AND CERTIFICATION PTE LTD,MR RAJENDRAM,,65 9062 8683,,,"PIONEER JUNCTION, 3, SOON LEE STREET, #01-28, 627606",raja@renu.com.sg,,,LIVE COMPANY
2979,201836188H,DAVID PHEE ENTERPRISE PTE. LTD.,DAVID PHEE ENTERPRISE,MR PHEW,,65 9672 8852,,,30 KAKI BUKIT ROAD 3 #05-08 SNG 417819,davidphee@gmail.com,,,LIVE COMPANY
2980,201012189H,LEARNERS' LODGE PTE. LTD.,LEARNERS' LODGE PTE LTD,MR NG,,65 6567 3007,65 9451 3022,,134 JURONG GATEWAY ROAD #03-307 SNG 600134,junjia@learnerslodge.com.sg,,,LIVE COMPANY
2981,53457627C,V-NEXGEN,NEXGEN F&B PTE LTD,MR MAMUN RAJA,,65 9756 5476,,,HOUSE 20 CROSS STREET #01-23 CHINA SQUARE SNG 048422,mamunraja@madpoet.com.sg,,,LIVE
2982,200413856E,BRIDGE MOBILE PTE. LTD.,BRIDGE MOBILE PTE LTD,"MR KEE GHIM HUI
 EMAIL",,65 9185 6314,,,"TECHNOPARK @ CHAI CHEE, 750, CHAI CHEE ROAD, #03-02/03, 469000",ghimhui@bridgealliance.com,,,LIVE COMPANY
2983,201012456C,SINGTEL MOBILE SINGAPORE PTE. LTD.,SINGTEL MOBILE SINGAPORE PTE LTD,"MR JOHN YEO MR AFEEF
 EMAIL OM.SG",,65 9641 8999,65 9457 5467,,HOUSE 112 EAST COAST ROAD #01-01 112 KATONG SNG 428802,johnyeo@singtel.com,,,LIVE COMPANY
2984,201012456C,SINGTEL MOBILE SINGAPORE PTE. LTD.,SINGTEL MOBILE (S) PTE LTD,MR JOHN YEO,,65 9641 8999,,,495 JURONG WEST STREET 41 #01-114 SNG 640495,johnyeo@singtel.com,,,LIVE COMPANY
2985,198302829C,INGRAM MICRO ASIA PTE. LTD.,INGRAM MICRO ASIA LTD,"MR HERRY SUNACY
 ASIA.COM",,65 9172 5659,,,"40, CHANGI NORTH CRESCENT, MAIN, 499639",,,,LIVE COMPANY
2986,200103313Z,SF JURONG EAST PTE. LTD.,SF (JURONG) PTE LTD,MR FRANCIS,,65 9835 8857,65 6752 3983,,50 JURONG GATEWAY #B1-K8 JEM SNG 608549,bdeco@singnet.com.sg,,,LIVE COMPANY
2987,202336206G,A PERFORMANCE PTE. LTD.,SA PERFORMANCE PTE. LTD.,MR ANG SI SAM,,65 9170 1900,,,3006 UBI ROAD 1 #01-396 KAMPONG UBI IND EST SNG 408700,samang89@live.com.sg,,,LIVE COMPANY
2988,53048781X,G ARCHITECTS,R G ARCHITECTS,MR ADRIAN GOH,,,,,450 NORTH BRIDGE ROAD #04-10 NORTH BRIDGE CENTRE SNG 188727,,,,LIVE
2989,202505564C,JO GLOBAL EMPIRE PTE. LTD.,EMPIRE GLOBAL PTE LTD,MOSSES TAN MR SEE YEW CHYE,,65 9855 5509,65 9117 2202,,513 BISHAN STREET 13 #01-514 SNG 570513,,,,LIVE COMPANY
2990,196900654N,STANDARD PHOTO (PRIVATE) LIMITED,STANDARD PHOTO PTE LTD,"MOHAN
 CONTACT NUMBER EMAIL RAJAN_MOHANYAHOO.COM",,65 8112 7490,,,1 SENGKANG SQUARE #B1-21 COMPASS PT SNG 545078,,,,LIVE COMPANY
2991,53377471C,E+A RECRUITMENT SERVICES,REED RECRUITMENT SERVICES,MISS LEW JANICE,,65 8533 6810,,,HOUSE 192 WATERLOO STREET #07-02 SKYLINE BUILDING SNG 187966,,,,LIVE
2992,199804111R,MID-AMERICA OVERSEAS (S) PTE. LTD.,MID-AMERICA OVERSEAS (S) PTE LTD,MICHELLE TAN,,65 6543 4424,65 9792 4484,,9 AIRLINE ROAD #04-26 CARGO AGENTS BLDG D SNG 819827,michelletan@mao.com.sg,,,LIVE COMPANY
2993,201012456C,SINGTEL MOBILE SINGAPORE PTE. LTD.,SINGTEL MOBILE PTE. LTD.,MICHAEL,,65 9640 9599,,,185 UPPER EAST COAST ROAD #07-00 BEDOK TELEPHONE EXCHANGE SINGAPORE 455282,chyeheng@singtel.com,,,LIVE COMPANY
2994,201905242Z,JULIE BAKES PTE. LTD.,JULIE BAKES,JULIANAH BTE JAHAYER,,65 9647 9027,,,HOUSE 14 BAGHDAD STREET MAIN SNG 199653,,,,LIVE COMPANY
2995,202328958H,HARMONY LODGE PTE. LTD.,APEX HARMONY LODGE,JOANNE,,65 9677 3471,,,10 PASIR RIS WALK #01-00 HARMONY,,,,LIVE COMPANY
2996,200006582M,RHENUS LOGISTICS PTE. LTD.,RHENUS PROLOG LOGISTICS PTE LTD,HERMAN,,65 9722 2562,65 6346 7277,,115 AIRPORT CARGO ROAD #01-34 CARGO AGENTS BUILDING C SINGAPORE 819466,Herman.yau@sgrhenus.com,,,LIVE COMPANY
2997,201800211E,C&A PRINTING PTE. LTD.,C&A PRINTING,FONG WAI LOONG PRINTING.COM.SG,,65 9099 2060,65 6741 2363,,1 KAKI BUKIT AVENUE 3 #04-15 SNG 416087,wailoong@cna-printing.com.sg,,,LIVE COMPANY
2998,201608023N,SEKOLAH INDONESIA(SINGAPURA) LTD.,SEKOLAH INDONESIA SINGAPURA,DRS AGUS TRIYANTO MMPD,,65 6448 0722,,,"SEKOLAH INDONESIA, 20A, SIGLAP ROAD, 455859",agustry_pbg@yahoo.co.id,,,LIVE COMPANY
2999,201702403M,MINISTRY OF PRINT PTE. LTD.,MINISTRY OF PRINT,BEN,,65 6742 3223,,,1002 TOA PAYOH INDUSTRIAL PARK #07-1461 SNG 319074,ben@fivebar.sg,,,LIVE COMPANY
3000,201218262G,COMBIND SUPPLIES PTE. LTD.,COMBIND SUPPLIES PTE LTD,ALEX,,65 9154 1319,,,"80, JOO KOON CIRCLE, MAIN, 629100",alec@combinesupplies.com,,,LIVE COMPANY
3001,201318507M,3A COFFEEHOUSE PTE. LTD.,3A COFFEEHOUSE PTE LTD (INQUIRY) ,,,65 9770 6148,,,,3acoffeehouse@gmail.com,,,Live Company
3009,202306677K,WINGS RIVERSIDE PTE. LTD.,WINGS BAR ,,,65 8298 7008,,,,karen@verve.sg,,,Live Company
3010,201525786H,HOPIN ENGINEERING SERVICE PTE. LTD.,HOPII MUNG BEAN SMOOTHIE SG ,,,65 6784 2421,,,,hopiisg@gmail.com,,,Live Company
3012,53113387K,MEN ICHI,MEN-ICHI @ NEX ,,,65 6634 4638,,,,contactus@res.com.sg, ooisiewsin@gmail.com,,Live
3015,201928984Z,4POINTX PTE. LTD.,4POINT3 CAFE,,,65 6227 0331,65 6532 9006,,,kian@deliinthepark.com.sg, marinabaysteamboat@yahoo.com.sg,,Live Company
3024,202222541Z,LIN YU MEI PRIVATE LIMITED,LIN YU MEI PTE LTD ,,,65 9865 9743,,,,andrea.ngo.ey@gmail.com,,,Live Company
3026,53148928X,LONG PHUNG,LONG PHUNG (CANVASSING - JOO CHIAT),,,65 9105 8519,65 6440 6959,,,longphung09@gmail.com,,,Live
3035,201107504W,MAHOTA FOOD PTE. LTD.,MAHOTA COMMUNE ,,,65 6299 6809,,,,hello@mahota.sg,,,Live Company
3039,200906024W,ITACHO PTE. LTD.,ITACHO SUSHI,,,65 6227 8911,,,,office@itacho.com.sg, office@itacho.com.sg,,Live Company
3047,201724155D,SHA MEI PTE. LTD.,SHA MEI PTE LTD66 MALA LUCK LUCK & 66 MALA MOOKATA @ SG,Tweety Chong ,,65 9188 6848,,,,tweetychong83@gmail.com,,,Live Company
3049,201113244W,DELCIE'S DESSERTS AND CAKES PTE. LTD.,DELCIE'S DESSERTA AND CAKES ,,,65 6282 2951,,,,order@delciesdesserts.com,,,Live Company
3052,201541888R,GUSTOSO PTE. LTD.,GUSTOSO WESTERN CUISINE SG ,,,65 8766 6833,,,,,,,Live Company
3059,202133960D,DALBAM PTE. LTD.,DAL BAM,,,65 9639 1506,,,,mimi64487228@gmail.com,,,Live Company
3063,200409165E,THE CURRY WOK PTE. LTD.,CURRY WOK (LEAD) ,,,65 8131 2813,,,,,,,Live Company
3064,52966167E,BEST HAWA RESTAURANT CHICKEN RICE & SEAFOOD,"BEST HAWA RESTAURANT @ SG--ONAN ROAD -- INCOMING ISH TO SG
",Lee ,,65 9635 8322,,,,NA ,,,Live
3069,201833682G,SOI THAI PTE. LTD.,SOI THAI KITCHEN ,,,65 6282 3788,65 6784 2421,,,soithaigardens@gmail.com,,,Live Company
3071,201224751H,BEE'S CAKE PTE. LTD.,BEE'S CAKE PTE LTD ,,,65 9742 3872,65 9742 3872,,,bee@bees-cake.com, bee@bees-cake.com,,Live Company
3075,200920979E,AYAM PENYET RIA PTE. LTD.,AYAM PENYET RIA - WOODLANDS,,,65 9639 9131,,,,chryssa@ayampenyetria.com,,,Live Company
3092,201607584W,2SIX PTE. LTD.,2SIX CAFE  (COLD CALL),,,65 8107 6191,,,,,,,Live Company
3094,202518591N,OTARU AI PTE. LTD.,OTARU SUISAN ,,,65 6238 1011,,,,mjgigante@yahoo.com,,,Live Company
3096,201620957M,MO'MOR IZAKAYA PTE. LTD.,MOMOR IZAKAYA ,,,65 6463 8080,,,,martin@momor.com.sg,,,Live Company
3100,53457747D,SG BBQ BAR,BAR @ SG--(ON LEASE), ,,65 9125 6369,,,,,,,Live
3101,202140605G,JMS HOSPITALITY CONSULTANCY PTE. LTD.,JMS HOSPITALITY & MGMT,Joseph Scerri,Manager Director,61 417585768,,,,Joseph.scerri@jmshospitality.com.au,,,Live Company
3102,201711983H,MIN JI PTE. LTD.,MIN JIANGAT DEMPSEY SG ,,,65 6774 0122,,,,mjdempsey@goodwoodparkhotel.com,,,Live Company
3108,201403866E,RITZ APPLE STRUDEL PTE. LTD.,RITZ APPLE STRUDEL,,,65 6469 3470,65 6702 4011,,,sales@ritzapplestrudel.com,,,Live Company
3112,199804157M,CAFFE BEVIAMO PTE LTD,BEVIAMO (COLD KNOCK) ,,,65 9825 4320,,,,,,,Live Company
3123,202440794R,COLONY CAFE PTE. LTD.,COLONY BUFFET ,,,65 6434 5288,,,,rc.sinrz.restaurantreservations@ritzcarlton.com, (huiyu.tan@ritzcarlton.com),,Live Company
3135,202447894E,HOLLA JUICE PTE. LTD.,HOLLA JUICE ,,,65 9025 4700,,,,Qyueping@gmail.com,,,Live Company
3136,53135256X,YAYOI MARKETING,YAYOI JAPANESE RESTAURANT ,,,65 6338 7170,,,,maylim@yayoi.sg,,,Live
3140,198105981G,FANSIDA FAR EAST PTE LTD,FANSIDA WINE & DINE ,,,65 6841 7770,,,,,,,Live Company
3143,53381211M,THE CURRY CULTURE,THE CURRY CULTURE @ ROBERTSON QUAY ,,,65 8268 9230,,,,sandeep@thecurryculture.com.sg,,,Live
3145,53400011L,SASCO,SASCO @CHOA CHU KANG (HQ),,,65 9782 8354,,,,pa3@giventake.sg,,,Live
3149,201430292W,HPL (PADDINGTON) PTE. LTD.,PADDINGTON HOUSE OF PANCAKES ,,,65 6612 9029,65 9682 2596,,,cs@delicepl.com, charles@delicepl.com,,Live Company
3150,201915251Z,THE FORAGE CAFE PTE. LTD.,THE FORAGE CAFE (COLD CALL) ,,,65 8123 9903,,,,,,,Live Company
3152,202040457Z,DONKY BY BEANSPARTY PTE. LTD.,BEANSPARTY KLADIATORS (PAY LATER) ,,,65 8223 9390,,,,admin@beansparty.com,,,Live Company
3159,53162418L,THE PUBLIC HOUSE,THE PUBLIC HOUSE BAR & RESTAURANT ,,,65 9005 3324,,,,thepublichouse.sg@gmail.com,,,Live
3162,202534136E,JUBILEE FORTUNE STAR COFFEE SHOP PTE. LTD.,JUBILEE COFFEE HOUSE ,,,65 6543 0060,,,,enquiry@jubileecoffeehouse.com,,,Live Company
3165,201722364C,OMU PTE. LTD.,OMU  (NORTH POINT OUTLET),,,65 9789 3535,65 8719 6988,,,,,,Live Company
3166,51349600M,MIZ APPARELS,MIZ JAPANESE RESTAURANT,,,65 6225 5761,,,,marichan0143@hotmail.com,,,Live
3169,53488656J,AYAM PENYET CIK YAM,AYAM PENYET PRESIDENT- SMARTWEB/KIOSK,,,65 9005 3215,,,,bahar@ayampresident.com,,,Live
3174,53132829E,C. YUAN VEGETARIAN FOOD,VEGETARIAN EXPRESS CAFE ,,,65 6383 5672,,,,vegetarianexpresscafe@gmail.com <vegetarianexpresscafe@gmail.com,,,Live
3187,53334068C,AWESOME!,AWESOME COFFEE ,Marc -,,65 8123 0027,,,,hello@awesomecoffee.sg,,,Live
3192,202432083E,YUMMY SG PTE. LTD.,SG YUMMY PUNJABY INTERNATIONAL PTE. LTD. @ SG RAPTOR . - WEBSITE .,,,65 9176 6939,,,,yummypunjaby@gmail.com,,,Live Company
3194,201833465E,ANNETTE PTE. LTD.,ANNETTE TUK TUK,,,65 9431 8838,,,,nexusng3@gmail.com,,,Live Company
3196,53425753D,PINHOLE,PINHOLE COFFEE BAR ,,,65 8161 3700,,,,,,,Live
3205,199404977Z,CULINA PTE. LTD.,CULINA DEMPSEY,,,65 6474 7338,,,,cynthia@culina.com.sg, bistro@culina.com.sg,,Live Company
3210,201531878E,KAI GARDEN PRIVATE LIMITED,KAI GARDEN (SMARTTERMINAL) ,,,65 8786 9319,,,,admin@kaiduck.com.sg,,,Live Company
3218,201634414Z,SEOUL YUMMY PTE. LTD.,SEOUL ZIP ,Shannon Wong ,,65 8333 3483,,,,contact@taskup.sg,,,Live Company
3221,202028740H,SG ASIAN COFFEE SHOP PTE. LTD.,COFFEE SHOPS  @ SG,Sean Yeam ,,65 9384 2374,,,,Sean.yeam@gmail.com,,,Live Company
3222,202313365C,SPIZE CARTEL PRIVATE LIMITED,SPIZE (SMARTTERMINAL) ,,,65 9733 1442,,,,anil@spizesg.com, operations@spizesg.com,,Live Company
3225,201319608N,BABETTE PTE. LTD.,BABETTE - RESTAURANT & BAR ,,,65 6341 7727,,,,,,,Live Company
3235,200601676W,ELLIOTT ASSOCIATES PTE. LTD.,THE THAI SOCIETY,,,65 6252 5565,,,,eat@imperiumgroup.asia,,,Live Company
